k_numbers,imdrf_codes,count
K110598,A040101,1
K110598,A051204,3
K110598,A2305,1
K110598,A051207,1
K110598,,2
K110598,A010103,1
K110598,A26,1
K110598,E2401,1
K110598,F24,1
K110598,A010201,1
K110598,A1502,1
K170910,A051207,2
K170910,A051201,1
K170910,A24,1
K170910,A0501,1
K170910,A0412,1
K172502,A0501,1
K172502,A24,4
K172502,A0103,1
K113309,A1203,2
K113309,A24,2
K113309,A0103,2
K152966,,1
K955296,A051201,21
K955296,A020102,21
K955296,A0401,84
K955296,A051204,21
K955296,A05,21
K955296,A150207,21
K031739,,5
K053020,A090809,3
K010429,A090804,3
K041192,,1
K041192,A090809,2
K133834,A24,4
K100448,,3
K100448,A051201,2
K121125,A24,5
K121125,A040101,3
K121125,,2
K023870,A180104,6
K023870,A150206,1
K023870,,6
K023870,A0401,1
K023870,A0204,1
K042969,,4
K042969,A24,2
K093893,,11
K093893,A26,1
K093893,E2401,1
K093893,F24,1
K093893,A150207,1
K093893,A0401,1
K093893,A0406,1
K093893,A150208,1
K093893,A0104,2
K093893,A040103,1
K093893,A150201,1
K093893,A150205,1
K093893,A0510,2
K093893,A1410,1
K093893,A040611,2
K093893,A020102,1
K093893,A040101,2
K093893,A150204,1
K102082,A0401,114
K102082,A150208,3
K102082,,38
K102082,A1401,34
K102082,A0406,9
K102082,A24,2
K102082,A0501,16
K102082,A180104,3
K102082,A0205,6
K111766,,31
K111766,A150203,2
K111766,A040103,5
K111766,A24,1
K111766,A0401,1
K111766,A051201,1
K111766,A150201,1
K111766,A040101,1
K140630,A0401,63
K140630,A140902,41
K140630,A150207,37
K140630,A0501,14
K140630,A1502,15
K140630,A0410,1
K140630,A27,4
K140630,F28,4
K140630,A0406,8
K140630,,33
K140630,A150101,10
K140630,A150103,18
K140630,A04,8
K140630,A150201,12
K140630,A1409,1
K140630,A0104,12
K140630,A150203,1
K140630,A010402,3
K140630,A0203,2
K140630,A24,14
K140630,A150205,1
K140630,A23,1
K140630,A051201,1
K031614,A141301,1
K031614,A1007,1
K031614,,23
K031614,A2303,1
K031614,A040605,4
K031614,A0704,5
K031614,A0404,20
K031614,A0708,1
K031614,A051204,2
K031614,A0401,19
K031614,A040610,3
K031614,A0203,1
K031614,A1005,1
K031614,A07,1
K031614,A1413,1
K031614,A0413,1
K031614,A040103,1
K181783,A090406,1
K180535,A24,2
K173555,A090208,1
K030455,,1
K150087,,2
K093845,A0410,1
K140118,,2
K140170,A150201,2
K090159,A26,12
K090159,E2401,12
K090159,F24,12
K090159,A0413,3
K090159,A0101,1
K090159,A051201,1
K090159,,2
K120373,A0413,6
K120373,A26,16
K120373,E2401,16
K120373,F24,16
K120373,A24,35
K120373,A050704,10
K120373,,7
K120373,A040102,2
K120373,A050302,2
K120373,A22,1
K861985,A051204,24
K861985,A24,6
K861985,,114
K861985,A051104,12
K861985,A050701,15
K861985,A040609,3
K861985,A0413,3
K861985,A051201,3
K861985,A0401,3
K861985,A010103,3
K130813,A2304,3
K130813,A010402,3
K153094,A0413,6
K153094,A040102,1
K153094,A24,1
K153094,A25,1
K080979,A2101,13
K023743,A24,2
K023743,A051201,2
K023743,,2
K140318,A0401,1
K140318,A090201,1
K140318,A22,1
K140318,A26,3
K140318,E2401,3
K140318,F24,3
K140318,,1
K121273,A0401,2
K121273,A150208,2
K030925,,2
K030925,A26,7
K030925,E2401,7
K030925,F24,7
K030925,A150201,2
K030925,A050302,2
K030925,A050704,1
K030925,A0401,2
K030925,A24,2
K030925,A150207,2
K071708,A150208,1
K051301,A050502,12
K051301,A150102,4
K051301,A050704,64
K051301,A150207,13
K051301,A020102,7
K051301,A050501,22
K051301,A050702,11
K051301,,24
K051301,A26,6
K051301,E2401,6
K051301,F24,6
K051301,A150201,14
K051301,A05,4
K051301,A0505,3
K051301,A051204,6
K051301,A24,9
K051301,A23,2
K051301,A020602,2
K051301,A1409,2
K051301,A0507,2
K051301,A150203,2
K051301,A0401,4
K051301,A150208,1
K120215,A0401,30
K120215,A150208,3
K120215,,6
K120215,A020501,3
K120215,A1205,3
K130726,A0404,7
K130726,A0703,7
K130726,A150202,7
K130726,A1009,7
K130726,A0401,126
K130726,A040506,7
K130726,,63
K130726,A27,7
K130726,F28,7
K130726,A1208,7
K130726,A150204,7
K130726,A050702,7
K122532,A0401,24
K122532,,24
K122532,A0703,6
K122532,A040610,6
K122532,A1203,6
K122532,A0404,6
K050005,A0401,192
K050005,A051104,16
K050005,A0415,1
K050005,A050702,17
K050005,,338
K050005,A0703,77
K050005,A040605,14
K050005,A0704,14
K050005,A0404,92
K050005,A040506,42
K050005,A090201,1
K050005,A020102,50
K050005,A05,2
K050005,A1006,24
K050005,A0410,2
K050005,A150206,1
K050005,A150207,4
K050005,A1205,8
K050005,A150204,2
K050005,A150104,1
K050005,A170102,1
K050005,A0507,2
K050005,A0413,3
K050005,A150203,2
K050005,A04,6
K050005,A020602,14
K050005,A1007,2
K050005,A26,4
K050005,E2401,4
K050005,F24,4
K050005,A040507,2
K050005,A020503,2
K050005,A1803,5
K050005,A1009,4
K050005,A051204,4
K050005,A0501,1
K050005,A050701,3
K050005,A0709,2
K050005,A070908,7
K050005,A0203,1
K050005,A040103,2
K050005,A140902,2
K050005,A24,8
K050005,A0411,5
K050005,A1005,2
K050005,A27,1
K050005,F28,1
K050005,A0406,4
K050005,A0512,1
K050005,A040610,1
K050005,A150205,2
K050005,A1908,1
K050005,A0301,2
K050005,A1410,1
K012833,A0401,135
K012833,,48
K012833,A1205,3
K012833,A0411,9
K012833,A0301,3
K012833,A040102,3
K012833,A0203,3
K012833,A040605,24
K012833,A040611,6
K012833,A050701,6
K012833,A1009,3
K012833,A1007,6
K012833,A1203,6
K012833,A180104,3
K012833,A020602,3
K012833,A0704,3
K012833,A1006,3
K012833,A040507,3
K012833,A26,3
K012833,E2401,3
K012833,F24,3
K012833,A040610,3
K093217,A0401,46
K093217,A150207,2
K093217,A0413,2
K093217,A051204,2
K093217,,12
K093217,A150104,2
K081137,A150207,22
K081137,,22
K160176,A050704,83
K160176,A050501,324
K160176,A050502,140
K160176,A150208,71
K160176,A0401,49
K160176,A24,72
K160176,A22,10
K160176,A040102,6
K160176,A051104,55
K160176,,32
K160176,A0512,9
K160176,A051206,4
K160176,A090201,22
K160176,A0510,8
K160176,A070908,5
K160176,A070603,5
K160176,A150301,4
K160176,A1301,7
K160176,A0406,1
K160176,A0507,11
K160176,A1602,2
K160176,A050702,8
K160176,A160602,2
K160176,A040508,7
K160176,A150203,6
K160176,A1701,4
K160176,A150103,3
K160176,A2201,8
K160176,A0201,3
K160176,A150207,1
K160176,A020602,5
K160176,A0501,9
K160176,A0412,1
K160176,A050703,3
K160176,A05,2
K160176,A010401,3
K160176,A0801,1
K160176,A090206,1
K160176,A0803,1
K160176,A150206,1
K983536,A0510,1
K983536,A050501,16
K983536,A0411,1
K983536,A050704,120
K983536,A150208,8
K983536,A150203,2
K983536,A05,6
K983536,,46
K983536,A26,17
K983536,E2401,17
K983536,F24,17
K983536,A0507,3
K983536,A0506,2
K983536,A0201,1
K983536,A150207,17
K983536,A050702,11
K983536,A0504,23
K983536,A0505,1
K983536,A24,6
K983536,A050502,13
K983536,A0401,9
K983536,A051104,5
K983536,A150301,1
K983536,A150201,5
K983536,A2303,1
K983536,A020102,3
K983536,A1205,2
K983536,A0101,1
K983536,A0404,3
K983536,A020602,2
K983536,A0203,1
K983536,A040102,1
K983536,A1203,1
K983536,A0406,1
K983536,A051204,1
K983536,A0511,1
K983536,A0501,1
K983536,A0204,1
K051002,A26,26
K051002,E2401,26
K051002,F24,26
K051002,A0510,15
K051002,,98
K051002,A0401,13
K051002,A0506,28
K051002,A050502,20
K051002,A050704,111
K051002,A050501,51
K051002,A0504,6
K051002,A051104,60
K051002,A150201,12
K051002,A140902,14
K051002,A05,23
K051002,A2303,2
K051002,A150203,2
K051002,A1409,1
K051002,A0507,13
K051002,A150207,11
K051002,A191002,2
K051002,A1104,2
K051002,A0404,2
K051002,A180104,1
K051002,A150208,4
K051002,A050701,1
K051002,A1502,2
K051002,A150204,3
K051002,A051204,1
K051002,A150202,2
K051002,A050702,6
K051002,A0302,1
K051002,A23,1
K051002,A070803,1
K051002,A1007,1
K051002,A020701,1
K051002,A04,1
K051002,A0203,1
K051002,A0413,1
K051002,A150102,1
K051002,A0101,1
K051002,A1205,1
K051002,A24,3
K051002,A0406,5
K051002,A0707,1
K051002,A0511,2
K051002,A0411,1
K051002,A040103,1
K051002,A1901,1
K051002,A27,1
K051002,F28,1
K051002,A160501,1
K032701,A051104,1
K083781,A050704,110
K083781,A050502,26
K083781,A150207,20
K083781,A24,6
K083781,,68
K083781,A050703,6
K083781,A1502,4
K083781,A0507,8
K083781,A050501,40
K083781,A051204,8
K083781,A040102,26
K083781,A051104,4
K083781,A050702,2
K083781,A150205,2
K083781,A0501,14
K083781,A26,2
K083781,E2401,2
K083781,F24,2
K083781,A05,4
K083781,A0401,6
K083781,A150203,2
K083781,A020602,2
K083781,A1701,2
K111064,A24,52
K111064,A23,146
K111064,A150205,2
K111064,A150103,2
K111064,A22,2
K111064,A1411,2
K111064,A150203,2
K111064,,2
K141952,A150201,1
K090470,A0401,1
K090470,,1
K132581,,1
K132493,A0401,2
K132493,A050704,3
K132493,A050501,3
K132493,A050502,6
K132493,A150208,1
K021036,A0401,56
K021036,A05,14
K152421,A050502,3
K990144,A0401,2
K990144,,3
K063220,A0703,1
K110639,,165
K110639,A150202,2
K110639,A050702,31
K110639,A090201,37
K110639,A12,1
K110639,A0203,4
K110639,A040605,16
K110639,A150207,4
K110639,A2303,1
K110639,A0401,79
K110639,A0510,20
K110639,A1601,6
K110639,A090402,3
K110639,A0801,4
K110639,A050704,1
K110639,A051104,14
K110639,A0907,2
K110639,A24,3
K110639,A050501,9
K110639,A072103,1
K110639,A26,5
K110639,E2401,5
K110639,F24,5
K110639,A050502,1
K110639,A070803,2
K110639,A0709,2
K110639,A020102,2
K110639,A0411,11
K110639,A05,1
K110639,A030202,1
K110639,A0906,1
K110639,A1004,1
K110639,A160101,1
K110639,A150102,2
K110639,A0507,2
K110639,A150208,2
K110639,A090204,1
K110639,A040102,1
K140189,,13
K140189,A1601,1
K140189,A040102,2
K140189,A020102,1
K140189,A030202,1
K140189,A05,1
K140189,A050702,1
K140189,A1004,1
K140189,A090402,2
K140189,A0401,1
K171294,A0401,6
K101743,,6
K060391,A040506,4
K060391,,3
K060391,A0704,1
K060391,A0401,1
K060391,A1205,1
K080291,A0401,1
K112263,,9
K112263,A051204,1
K113706,A050704,1
K113706,A051104,1
K113706,A050702,1
K113706,,2
K113706,A0510,1
K113706,A0504,2
K113706,A0401,1
